ID,order_key,part_supply_ID,line_number,quantity,extended_price,discount,tax,return_flag,line_status,ship_date,commitment_date,receipt_date,ship_instructions,ship_mode,comments
1081,892,143,3,9,67.99,0.36,9.21,Y,Pending,2023-08-16,2023-12-24,2023-05-26,Far image range full language.,Air,On these citizen truth improve.
1082,573,59,5,4,77.3,0.39,8.35,N,Pending,2023-05-05,2023-04-18,2023-12-16,Ever dream have.,Air,Nature top figure early.
1083,469,140,2,5,54.22,0.48,8.14,N,Pending,2023-06-15,2023-12-04,2023-05-17,With reach rest themselves.,Land,Sit no new four seek do reality.
1084,679,104,2,3,89.75,0.01,8.72,N,Shipped,2023-08-19,2023-06-07,2024-01-16,Another he raise.,Air,Create show scientist main.
1085,166,68,1,1,38.06,0.05,6.67,Y,Pending,2023-12-20,2023-12-13,2023-08-06,Read role fill serious grow order someone.,Land,Who wonder thing star drive page ground.
1086,164,27,1,5,89.04,0.33,9.87,N,Pending,2023-04-04,2023-06-28,2023-12-26,Behavior rate my protect.,Land,Ground less above tax case citizen drug southern.
1087,217,160,3,7,52.79,0.01,3.45,Y,Pending,2023-08-02,2023-09-12,2023-11-24,Catch their state responsibility school defense a.,Sea,Suggest business attention.
1088,26,18,5,10,60.59,0.45,2.7,Y,Pending,2023-04-13,2023-12-30,2023-10-04,After safe actually study your around.,Sea,Him several end boy amount sell.
1089,655,90,5,2,65.76,0.45,7.32,N,Pending,2023-10-13,2023-10-06,2023-10-16,Remember it themselves police phone respond left.,Sea,Series similar available not body.
1090,990,137,1,4,56.78,0.48,9.15,Y,Pending,2023-08-30,2023-02-28,2024-01-14,Claim power everybody bar policy start cultural fast.,Sea,Activity support sense upon.
1091,309,199,5,6,48.84,0.29,9.41,N,Pending,2023-03-15,2023-06-27,2023-04-16,Season mean box ground for.,Sea,Treatment go fly type any learn.
1092,421,164,3,3,84.68,0.25,4.58,Y,Pending,2023-04-07,2023-05-14,2023-04-24,Hair maintain front community vote from.,Air,Media other poor particularly individual face very.
1093,202,118,3,9,32.17,0.23,6.96,N,Pending,2023-05-03,2023-03-25,2023-10-22,Smile fall because get to threat.,Air,Range read voice involve finally.
1094,805,188,1,1,62.43,0.38,7.23,N,Shipped,2023-11-24,2023-04-10,2023-05-17,Store low like often trial reveal.,Sea,Thus store organization rich beautiful probably.
1095,700,57,5,2,23.03,0.31,2.41,N,Pending,2023-12-15,2023-10-28,2023-07-21,Nearly eye she product agency.,Land,Lay live represent should dog site subject special.
1096,428,122,2,7,19.86,0.01,5.78,N,Shipped,2023-12-30,2024-02-07,2023-12-09,Generation party else debate.,Air,Place century enter speak hold food yes.
1097,806,193,3,8,73.59,0.16,4.28,N,Shipped,2023-06-20,2024-02-11,2023-05-06,Per relationship lawyer.,Sea,Deal mouth customer third dark.
1098,595,31,4,3,64.63,0.23,3.79,N,Pending,2024-01-05,2023-06-21,2023-04-04,Voice heavy type process management cell herself something.,Land,Agreement other start occur assume change consumer.
1099,88,53,4,5,86.8,0.16,6.03,Y,Pending,2023-11-25,2023-04-13,2023-04-09,Middle itself special firm agent PM.,Land,Reality order arm state nature social.
1100,129,89,2,1,94.74,0.18,5.48,Y,Pending,2023-07-22,2023-12-08,2023-04-16,Good arm trial in few it.,Air,Here seem natural travel opportunity level need.
1101,667,118,3,9,46.73,0.2,4.86,N,Shipped,2023-11-07,2023-07-09,2023-05-30,Law chair garden piece street occur religious.,Air,Paper another where.
1102,957,174,3,1,89.6,0.47,9.32,N,Pending,2024-02-02,2023-02-16,2023-08-30,Center address answer against.,Land,Society news old need.
1103,633,59,2,3,16.68,0.04,5.35,Y,Pending,2023-10-22,2023-06-03,2024-02-10,Listen for make check building star.,Sea,Decade bag hair training these.
1104,707,80,2,5,95.65,0.1,9.78,N,Pending,2023-08-18,2024-02-09,2023-09-29,These personal four ground hour live time.,Air,Option myself something either new.
1105,194,4,2,5,24.4,0.45,6.89,Y,Pending,2023-11-10,2023-11-12,2023-05-16,Attack wait subject myself media ever.,Sea,Purpose century probably relationship mother.
1106,740,127,2,7,25.09,0.32,7.77,N,Pending,2023-11-21,2024-01-15,2023-08-23,Lead social find charge.,Land,Itself well film where person affect.
1107,360,76,4,3,38.22,0.32,6.33,N,Shipped,2023-11-09,2023-09-07,2023-08-01,Next player word wind attorney share push.,Sea,Explain system particularly.
1108,78,165,5,10,62.69,0.38,9.48,N,Shipped,2023-07-13,2023-05-10,2023-07-14,Watch medical among again return base produce.,Sea,Something myself television brother discover chance.
1109,762,177,2,10,83.2,0.32,7.37,N,Pending,2023-09-02,2023-06-03,2023-06-18,Kind drop growth minute.,Land,Agreement character history them.
1110,676,142,1,1,68.46,0.39,3.61,Y,Pending,2023-04-13,2023-04-07,2023-10-31,Less value current figure cup above.,Land,Unit where position grow.
1111,760,135,3,5,76.72,0.28,4.14,N,Pending,2023-11-15,2023-12-07,2023-05-13,Fear garden play right tough.,Sea,Yourself dinner tax environment simply central.
1112,435,152,3,6,44.93,0.18,9.0,N,Shipped,2024-02-13,2023-04-07,2024-01-04,Believe partner single relate mouth.,Land,Institution approach soldier cut beyond project perform.
1113,498,193,2,7,55.69,0.36,1.38,Y,Pending,2023-04-20,2023-03-12,2023-04-08,Home down toward lose.,Air,Between anything role amount produce reduce bad.
1114,207,158,2,2,22.15,0.16,6.05,Y,Shipped,2023-03-09,2023-07-05,2023-09-18,Would street fall.,Air,Team need must.
1115,498,189,3,7,97.66,0.45,8.23,Y,Pending,2024-02-11,2023-07-30,2023-12-10,Bank even think we couple thing.,Sea,Power campaign once statement operation writer above left.
1116,442,162,2,8,27.11,0.48,2.68,Y,Shipped,2023-11-18,2024-01-25,2023-07-05,Power group family most answer study region.,Land,Store practice street long picture rule.
1117,336,172,1,3,33.17,0.1,8.64,Y,Pending,2024-01-13,2023-12-27,2023-02-18,Seem store property behind Mrs why his.,Air,Area direction interesting treatment body thing.
1118,743,38,5,10,72.22,0.03,8.99,Y,Pending,2023-04-23,2023-05-04,2023-09-01,Course scene hospital forward.,Air,Our great whether season pull deal truth.
1119,464,126,4,4,53.4,0.02,5.63,N,Pending,2023-08-17,2024-01-24,2023-08-30,Unit growth kitchen attention college of.,Sea,Brother need couple age great measure.
1120,669,200,1,8,28.55,0.33,2.31,N,Shipped,2023-11-12,2023-05-29,2023-03-06,Figure son maintain little.,Sea,May machine sometimes.
1121,116,67,3,8,79.88,0.39,5.52,Y,Pending,2023-05-11,2023-08-07,2023-02-23,Police choose represent parent never direction crime medical.,Sea,Best my serious administration woman issue entire.
1122,979,117,4,9,48.08,0.39,6.4,N,Shipped,2023-04-07,2023-05-16,2023-11-17,Contain task same.,Sea,No strong every perhaps me.
1123,292,106,1,6,70.68,0.05,8.56,Y,Pending,2023-05-19,2023-04-29,2023-12-01,Their relationship science officer.,Sea,Card collection day himself.
1124,878,124,5,10,16.33,0.34,8.38,Y,Pending,2023-10-23,2024-01-01,2023-03-26,Owner computer poor through information.,Land,Range single quality more security doctor.
1125,577,102,3,9,92.97,0.27,6.34,Y,Pending,2023-04-12,2023-05-03,2023-07-15,Consumer visit friend discuss first.,Land,Movie area character floor agree figure fact may.
1126,30,63,1,7,36.99,0.42,4.79,N,Pending,2023-03-08,2023-06-04,2023-05-03,Personal edge put box plan though return.,Land,Free personal them job training true.
1127,906,52,5,4,82.65,0.01,2.71,Y,Pending,2024-01-11,2024-01-19,2023-10-06,Nearly from expect last.,Land,Ever side bank about.
1128,320,42,4,5,97.07,0.24,6.23,Y,Shipped,2023-07-10,2023-06-03,2024-01-20,Society federal management probably loss seven.,Land,Himself sometimes stage.
1129,33,125,3,9,63.14,0.07,3.96,N,Shipped,2023-09-17,2023-06-14,2023-06-25,When security television garden better.,Land,Rise clearly exactly discussion already.
1130,794,76,1,2,90.14,0.27,7.96,Y,Shipped,2023-10-17,2023-08-09,2024-01-22,Hot scientist soldier many behind anyone data.,Sea,Adult free score perhaps manage.
1131,604,198,2,7,85.79,0.12,7.07,Y,Pending,2024-01-22,2023-07-15,2023-09-26,Phone media teach.,Air,Husband lead possible whom add.
1132,467,97,2,7,48.93,0.0,7.84,Y,Pending,2023-10-19,2023-04-05,2023-11-24,Particularly adult day sing.,Sea,Leave short along second three option town.
1133,803,119,4,5,60.23,0.48,5.73,Y,Shipped,2023-05-23,2023-02-21,2023-05-09,Six name music.,Air,Mr skin through like camera behind time.
1134,129,13,3,4,30.93,0.12,8.36,Y,Pending,2023-08-19,2024-02-06,2023-06-21,Year very decision church study every.,Sea,Always rich three that senior.
1135,722,176,2,9,35.19,0.28,8.37,N,Shipped,2023-06-22,2023-10-05,2023-12-09,Gun those surface billion yourself.,Air,Medical industry quite seem.
1136,822,10,2,2,20.32,0.26,2.84,N,Pending,2023-09-04,2023-12-12,2023-03-13,Power deal since security.,Sea,Quickly military election three number.
1137,913,51,4,1,74.36,0.43,6.5,Y,Shipped,2023-10-04,2023-04-09,2023-11-13,Agency traditional move.,Land,View fund condition heart.
1138,424,6,4,7,41.46,0.34,1.69,Y,Pending,2023-07-28,2023-04-15,2023-10-08,Shoulder manager opportunity debate similar project.,Air,First situation three entire or movement.
1139,137,185,4,10,52.3,0.24,3.61,N,Pending,2023-06-06,2023-04-26,2023-12-20,Put simple while shake.,Air,Direction material everyone business church guy family general.
1140,303,84,5,4,58.98,0.32,4.39,N,Shipped,2023-10-03,2023-03-29,2023-10-28,Add material employee ok it ready energy poor.,Sea,Wear vote each that today.
1141,336,48,3,9,10.34,0.05,8.33,Y,Shipped,2023-03-29,2023-09-04,2023-11-03,Or himself little often drive point.,Air,Station listen type ability.
1142,39,19,5,1,73.26,0.08,2.32,N,Shipped,2023-04-11,2023-06-16,2023-08-08,Goal prevent group step.,Sea,Item like exactly writer deep political section.
1143,579,126,4,7,84.42,0.17,4.14,N,Shipped,2023-12-09,2023-12-05,2023-09-30,Effect structure plan our our analysis before.,Land,Why control rule serious.
1144,343,190,5,5,67.93,0.28,3.69,N,Shipped,2023-11-22,2023-07-04,2023-02-20,Sister particular entire guy.,Land,Born third far.
1145,865,144,5,7,34.24,0.06,3.77,N,Pending,2023-08-25,2023-06-26,2023-10-17,Eat I share daughter.,Sea,Become own health central of.
1146,149,43,2,2,49.51,0.36,1.48,N,Shipped,2023-06-21,2023-02-23,2023-05-21,House world pass top six main physical.,Sea,Baby court computer while in.
1147,847,110,2,5,85.62,0.33,7.95,N,Pending,2023-09-30,2023-12-03,2023-12-08,Small go several whole under wonder member.,Land,Certainly once write market whatever plant.
1148,158,157,3,9,43.97,0.2,8.57,N,Shipped,2023-10-08,2023-05-12,2023-04-29,Sell among support home value she close.,Land,Later big so film write tell.
1149,41,92,5,7,26.34,0.21,4.08,N,Pending,2023-05-23,2023-06-02,2023-05-26,Under analysis loss number condition campaign him.,Sea,Tough newspaper imagine particular not.
1150,526,116,1,2,44.27,0.08,4.37,N,Shipped,2023-09-24,2024-01-09,2023-07-18,Deal rest guess project success Democrat west employee.,Sea,Investment little author.
1151,190,3,3,8,64.76,0.15,2.61,N,Shipped,2023-11-12,2023-11-01,2023-08-20,Find last bill understand.,Sea,Education radio song dream democratic else network.
1152,972,80,5,2,76.05,0.35,1.25,Y,Shipped,2023-06-23,2024-01-08,2023-05-10,Authority protect capital need office maintain.,Air,Whom up difficult television official.
1153,156,13,5,1,91.02,0.44,2.8,Y,Shipped,2023-05-20,2023-08-21,2023-06-27,Employee you phone successful join.,Land,Garden common red less.
1154,711,86,5,9,84.16,0.2,3.58,N,Pending,2023-10-05,2023-08-04,2023-07-06,Author total system.,Sea,Race mouth pattern employee arm full.
1155,893,116,4,10,58.78,0.4,7.14,Y,Shipped,2023-11-26,2023-03-29,2023-04-01,Each even other others.,Sea,Skill however up sound training growth.
1156,687,118,4,8,60.54,0.2,6.27,N,Shipped,2023-06-04,2023-02-13,2023-07-25,Arrive ground word attorney son whose.,Sea,None region no which.
1157,909,27,5,5,63.91,0.13,5.98,N,Pending,2023-03-14,2023-10-22,2023-06-28,Soldier long case build easy.,Sea,System yourself later our become official argue above.
1158,105,164,3,1,39.63,0.1,2.55,N,Pending,2024-02-10,2023-09-08,2023-10-22,Act we produce.,Sea,Night since realize.
1159,125,106,3,3,43.17,0.36,3.22,N,Pending,2023-04-14,2023-12-09,2024-01-07,Ask seek something travel girl.,Land,Traditional walk son build pressure arm.
1160,572,95,4,1,32.44,0.09,5.32,N,Shipped,2023-12-28,2023-06-19,2023-11-19,Moment mention charge center morning everything stock.,Land,Not yard difference out market cover rather.
1161,126,82,5,6,41.27,0.31,8.61,Y,Shipped,2023-11-24,2023-12-14,2023-10-07,Employee yard bag sign whatever lot station.,Sea,Choice front drug single else brother even.
1162,696,178,2,4,46.92,0.33,7.68,Y,Pending,2023-10-03,2023-02-22,2024-01-04,Decide half stuff policy maintain term.,Sea,Could view sell provide.
1163,105,89,4,3,68.68,0.22,4.74,Y,Pending,2023-10-21,2023-08-04,2023-10-08,Tv south road put financial fund challenge four.,Air,Wind follow room note particularly.
1164,534,148,4,3,27.92,0.32,3.14,Y,Pending,2023-08-17,2023-07-18,2023-08-21,Point determine table class debate current later.,Sea,Today third whole tax receive behavior provide nature.
1165,340,28,5,6,99.62,0.46,9.81,Y,Shipped,2023-06-15,2024-01-31,2023-06-15,Recently campaign data occur.,Air,Six this magazine push.
1166,323,84,5,1,10.41,0.47,2.6,N,Shipped,2023-11-01,2023-07-04,2024-01-17,Under business enough card sound statement matter.,Land,Particular campaign once control skin prevent write.
1167,275,42,3,1,21.67,0.4,5.42,Y,Shipped,2024-02-11,2023-09-07,2023-07-12,Air interesting without board.,Land,Question floor maybe traditional.
1168,241,169,1,9,88.31,0.43,6.74,N,Pending,2023-10-03,2023-08-14,2023-06-23,Sing my respond country imagine wind.,Sea,Law yes experience parent.
1169,103,133,3,8,61.82,0.16,7.64,Y,Shipped,2023-07-26,2023-02-23,2023-06-07,Major analysis course financial serve white early do.,Land,Share his appear stock believe space.
1170,688,27,4,7,54.41,0.2,4.21,Y,Pending,2023-10-28,2024-02-11,2024-02-13,Image PM recent condition from air worker.,Air,Church artist ability if career character.
1171,356,172,5,4,64.39,0.31,4.74,N,Pending,2023-05-25,2023-09-07,2023-08-22,Prevent role method prepare design father.,Sea,Skin opportunity economy him return total.
1172,289,97,4,10,88.94,0.1,8.0,Y,Pending,2023-06-26,2023-07-24,2023-11-19,Player bill sense financial much whatever probably.,Land,Hospital successful main television child education month.
1173,838,74,5,9,94.56,0.18,8.51,N,Shipped,2023-07-14,2023-02-24,2023-08-24,History bill hand effort civil move will.,Land,Decision Republican growth particularly.
1174,952,13,5,2,81.27,0.21,1.82,Y,Shipped,2023-04-30,2023-03-23,2023-09-28,Analysis thank network.,Land,Among away tax quality court spend within.
1175,932,108,3,2,53.4,0.26,8.68,Y,Shipped,2023-02-24,2023-07-08,2023-09-28,Friend despite fight cell rock.,Sea,We I white result week.
1176,200,140,2,6,71.92,0.03,3.17,Y,Pending,2023-10-24,2024-01-01,2023-10-29,Lead dinner section account manager agreement.,Air,After scientist marriage yourself join example special issue.
1177,952,123,1,10,16.92,0.02,7.13,N,Pending,2023-05-17,2023-05-18,2023-12-31,Better finally thousand to responsibility.,Sea,She energy report decision street may.
1178,894,112,5,1,88.06,0.32,5.25,N,Shipped,2023-11-11,2023-02-26,2023-12-29,Human artist fish gas pick avoid building.,Sea,Various program while.
1179,260,133,1,5,14.08,0.06,8.51,Y,Pending,2023-09-30,2023-11-02,2023-09-30,Knowledge soon will race Mr machine.,Air,Country PM fall significant school recently body.
1180,379,107,5,4,55.78,0.42,6.04,Y,Shipped,2023-07-20,2023-02-27,2023-03-30,Class attorney reason pretty charge course back.,Land,Word successful degree concern environment career meet.
1181,224,162,1,9,37.96,0.44,3.58,Y,Shipped,2024-02-08,2023-09-07,2023-07-01,Beat increase radio region new trial poor.,Air,Day wear I east.
1182,43,68,1,9,91.76,0.17,7.05,Y,Pending,2023-03-03,2023-04-30,2023-09-28,Arm throw fly value.,Air,Event southern environment really fish stand.
1183,791,185,2,2,83.29,0.15,1.51,Y,Shipped,2023-10-14,2023-06-25,2023-03-14,Hot offer win team education finish claim.,Land,Weight effort gun.
1184,918,63,3,10,98.73,0.34,1.02,Y,Shipped,2023-03-20,2023-04-14,2023-12-16,Course ask sell cause drive space.,Air,Director training attention behind ball measure.
1185,483,51,1,10,32.6,0.5,7.18,Y,Shipped,2023-10-04,2023-05-25,2023-07-24,Can successful always most join allow amount.,Land,One prevent eight technology activity doctor.
1186,381,95,2,9,73.55,0.21,7.31,N,Pending,2023-08-09,2023-08-28,2023-09-20,Number admit television fight population I than cultural.,Sea,Movie price son bar.
1187,842,29,1,3,39.6,0.14,2.13,Y,Pending,2023-02-18,2023-03-22,2023-03-31,She teacher same bit better view.,Sea,Almost nearly others.
1188,714,46,3,1,73.58,0.41,3.64,N,Shipped,2024-02-09,2023-02-19,2023-04-26,Name son management necessary whether owner food.,Air,Probably local training identify great particularly.
1189,941,53,3,8,45.55,0.34,9.92,Y,Shipped,2023-11-24,2023-04-19,2023-03-25,Well officer poor next.,Sea,Fall rise real front hair society.
1190,179,78,2,10,21.85,0.04,9.46,Y,Shipped,2023-06-21,2023-10-20,2023-11-25,Tree ahead pass fine where.,Sea,Information moment region forward.
1191,38,22,2,2,49.91,0.36,9.26,N,Pending,2023-02-16,2023-05-11,2023-08-28,Until cover these question third bar reflect meet.,Sea,Provide goal energy particularly send.
1192,597,129,1,8,98.05,0.1,6.31,N,Shipped,2023-11-02,2023-12-04,2023-08-04,Into project suffer day artist.,Air,I concern child design politics well respond candidate.
1193,863,70,5,2,60.62,0.11,7.96,N,Shipped,2024-01-05,2023-06-30,2023-09-06,Ever investment girl million throw hot sell.,Sea,Themselves others that affect return ahead.
1194,718,191,1,4,16.93,0.02,1.16,N,Shipped,2023-08-18,2023-06-17,2023-10-19,Standard far direction learn ask.,Air,Control anyone magazine sing name choice door.
